name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Lure,{1}{G}{G},3,G,D. Alexander Gregory,276,Enchantment — Aura,Enchant creature\nAll creatures able to block enchanted creature do so.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,6ED,MMQ,7ED,8ED,CHK,10E,M12",Her true theft was to steal the soldiers away from their posts.,normal,135226,,,Uncommon,Aura,Enchantment
Might of Oaks,{3}{G},4,G,Jeremy Jarvis,277,Instant,Target creature gets +7/+7 until end of turn.,"ULG,7ED,8ED,9ED,10E,M10","""Guess where I'm gonna plant this!""",normal,129642,,,Rare,,Instant
Might Weaver,{1}{G},2,G,Larry Elmore,278,Creature — Human Wizard,"{2}: Target red or white creature gains trample until end of turn. (If the creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","INV,10E","""Let my strength harden your resolve.""",normal,130996,2,1,Uncommon,"Human,Wizard",Creature
"Mirri, Cat Warrior",{1}{G}{G},3,G,Daren Bader,279,Legendary Creature — Cat Warrior,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)","EXO,ATH,10E,TPR","""Full of beauty and grace, with a predator's instincts . . . Although she wanders, I have always thought Mirri belongs in Llanowar most of all.""\n—Rofellos, Llanowar emissary",normal,106405,2,3,Rare,"Cat,Warrior",Creature
"Molimo, Maro-Sorcerer",{4}{G}{G}{G},7,G,Mark Zug,280,Legendary Creature — Elemental,"Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)\nMolimo, Maro-Sorcerer's power and toughness are each equal to the number of lands you control.","INV,10E,DPA,ARC","""My mind is the spread of the canopy. My heart is the embrace of the roots. I am deathless Llanowar, its fury and its peace.""",normal,106368,*,*,Rare,Elemental,Creature
Natural Spring,{3}{G}{G},5,G,Jeffrey R. Busch,281,Sorcery,Target player gains 8 life.,"POR,TMP,PO2,S99,9ED,10E,DPA","""Jewels cannot be eaten nor gold drunk. What civilization trades, nature simply provides.""\n—Molimo, maro-sorcerer",normal,129655,,,Common,,Sorcery
Naturalize,{1}{G},2,G,Tim Hildebrandt,282,Instant,Destroy target artifact or enchantment.,"ONS,8ED,9ED,10E,ALA,M10,ROE,DPA,M11,M12,ISD,M13,GTC,M14,M15,KTK,DTK","""Well, it also makes a very nice flower pot. . . .""\n—Arcum Dagsson, Soldevi machinist",normal,129656,,,Common,,Instant
Overgrowth,{2}{G},3,G,Ron Spears,283,Enchantment — Aura,"Enchant land (Target a land as you cast this. This card enters the battlefield attached to that land.)\nWhenever enchanted land is tapped for mana, its controller adds {G}{G} to his or her mana pool (in addition to the mana the land produces).","STH,9ED,10E","""Let the forest spread! From salt, stone, and fen, let the new trees rise.""\n—Molimo, maro-sorcerer",normal,135282,,,Common,Aura,Enchantment
Overrun,{2}{G}{G}{G},5,G,Carl Critchlow,284,Sorcery,Creatures you control get +3/+3 and gain trample until end of turn.,"TMP,ATH,ODY,10E,M10,DDD,DPA,M12,PC2,C14,DD3_GVL,TPR,C15",Nature doesn't walk.,normal,130506,,,Uncommon,,Sorcery
Pincher Beetles,{2}{G},3,G,Stephen Daniele,285,Creature — Insect,Shroud (This creature can't be the target of spells or abilities.),"TMP,BRB,10E","""No fair Since when does a bug get ta munch on me?""\n—Squee, goblin cabin hand",normal,130526,3,1,Common,Insect,Creature
Primal Rage,{1}{G},2,G,Brian Snõddy,286,Enchantment,"Creatures you control have trample. (If a creature you control would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","STH,10E",Ferocity and cunning accounted for half the victory. Gravity accounted for the rest.,normal,136288,,,Uncommon,,Enchantment
Quirion Dryad,{1}{G},2,G,Todd Lockwood,287,Creature — Dryad,"Whenever you cast a white, blue, black, or red spell, put a +1/+1 counter on Quirion Dryad.","PLS,10E,M13","""Never underestimate the ability of natural forces to adapt to unnatural influences.""\n—Molimo, maro-sorcerer",normal,130489,1,1,Rare,Dryad,Creature
Rampant Growth,{1}{G},2,G,Steven Belledin,288,Sorcery,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.,"MIR,TMP,6ED,BTD,7ED,pMPR,8ED,9ED,10E,M10,HOP,DPA,M12,TPR,MM2,C15",Nature grows solutions to her problems.,normal,129690,,,Common,,Sorcery
Recollect,{2}{G},3,G,Pete Venters,289,Sorcery,Return target card from your graveyard to your hand.,"pMPR,RAV,10E","""The bones of the past will tell their tales—if you know how to speak their language.""\n—Savra",normal,130507,,,Uncommon,,Sorcery
Regeneration,{1}{G},2,G,Jeremy Jarvis,290,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\n{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,MIR,5ED,6ED,7ED,8ED,9ED,10E","""A touch of vine sap in the blood, and the flesh knits as quickly as new roots twining.""\n—Freyalise",normal,129696,,,Uncommon,Aura,Enchantment
Rhox,{4}{G}{G},6,G,Mark Zug,291,Creature — Rhino Beast,"You may have Rhox assign its combat damage as though it weren't blocked.\n{2}{G}: Regenerate Rhox. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","NMS,S00,8ED,10E",It's as solid as the club in its hand—and about as subtle.,normal,106504,5,5,Rare,"Rhino,Beast",Creature
Root Maze,{G},1,G,Rebecca Guay,292,Enchantment,Artifacts and lands enter the battlefield tapped.,"TMP,10E","Pause for the briefest of moments to consider the whorl of brambles, the tangled twist of bark, and the maze has already won.",normal,135251,,,Rare,,Enchantment
Rootwalla,{2}{G},3,G,Roger Raupp,293,Creature — Lizard,{1}{G}: Rootwalla gets +2/+2 until end of turn. Activate this ability only once each turn.,"TMP,9ED,10E,M14,TPR","If you try to sneak up on a rootwalla, you'll suddenly find yourself dealing with twice the lizard.",normal,129707,2,2,Common,Lizard,Creature
Rushwood Dryad,{1}{G},2,G,Todd Lockwood,294,Creature — Dryad,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),"MMQ,8ED,10E","To a dryad, every tree in the forest is both a doorway and a window.",normal,136285,2,1,Common,Dryad,Creature
Scion of the Wild,{1}{G}{G},3,G,Kev Walker,295,Creature — Avatar,Scion of the Wild's power and toughness are each equal to the number of creatures you control.,"RAV,10E,MM2",It has a hundred thousand extinctions to avenge.,normal,130504,*,*,Rare,Avatar,Creature
Seedborn Muse,{3}{G}{G},5,G,Adam Rex,296,Creature — Spirit,Untap all permanents you control during each other player's untap step.,"LGN,9ED,10E","""Her voice is the wilderness, savage and pure.""\n—Kamahl, druid acolyte",normal,129722,2,4,Rare,Spirit,Creature
Skyshroud Ranger,{G},1,G,Mark Tedin,297,Creature — Elf,{T}: You may put a land card from your hand onto the battlefield. Activate this ability only any time you could cast a sorcery.,"TMP,10E",Not even the elves truly know the Skyshroud Forest. The rangers are merely the best equipped to handle its uncertainty.,normal,135182,1,1,Common,Elf,Creature
Spined Wurm,{4}{G},5,G,Carl Critchlow,298,Creature — Wurm,,"pMEI,POR,STH,S00,7ED,8ED,9ED,10E,DPA,M11,TPR","Its spines act like the teeth of a saw, scoring distinctive marks in the vegetation of its territory.",normal,129742,5,4,Common,Wurm,Creature
Stalking Tiger,{3}{G},4,G,Terese Nielsen,299,Creature — Cat,Stalking Tiger can't be blocked by more than one creature.,"MIR,POR,6ED,PTK,10E","In the Jamuraan jungles, there is often no separating beauty from danger.",normal,135184,3,3,Common,Cat,Creature
Stampeding Wildebeests,{2}{G}{G},4,G,Randy Gallegos,300,Creature — Antelope Beast,"Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)\nAt the beginning of your upkeep, return a green creature you control to its owner's hand.","VIS,10E,DDD,DD3_GVL",The most violent and destructive storms in Femeref occur on cloudless days.,normal,135264,5,4,Uncommon,"Antelope,Beast",Creature
Sylvan Basilisk,{3}{G}{G},5,G,Steven Belledin,301,Creature — Basilisk,"Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.","PO2,S99,10E","""We're not sure what one looks like, so to be safe, nobody look at anything until we're out of here.""\n—Parbold Drix, veteran explorer",normal,135215,2,4,Uncommon,Basilisk,Creature
Sylvan Scrying,{1}{G},2,G,Scott M. Fischer,302,Sorcery,"Search your library for a land card, reveal it, and put it into your hand. Then shuffle your library.","MRD,10E,BFZ",One glimpse of an elf's home lasts her weeks away in the wild.,normal,130513,,,Uncommon,,Sorcery
Tangle Spider,{4}{G}{G},6,G,Terese Nielsen,303,Creature — Spider,Flash (You may cast this spell any time you could cast an instant.)\nReach (This creature can block creatures with flying.),"DST,10E",Only rumors have ever escaped its web.,normal,135231,3,4,Uncommon,Spider,Creature
Treetop Bracers,{1}{G},2,G,Heather Hudson,304,Enchantment — Aura,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets +1/+1 and can't be blocked except by creatures with flying.,"NMS,9ED,10E",Gravity is truly what you make of it.,normal,129777,,,Common,Aura,Enchantment
Troll Ascetic,{1}{G}{G},3,G,Puddnhead,305,Creature — Troll Shaman,Hexproof (This creature can't be the target of spells or abilities your opponents control.)\n{1}{G}: Regenerate Troll Ascetic.,"MRD,10E,DPA,CMD,DDL",It's no coincidence that the oldest trolls are also the angriest.,normal,130498,3,2,Rare,"Troll,Shaman",Creature
Upwelling,{3}{G},4,G,Chippy,306,Enchantment,Mana pools don't empty as steps and phases end.,"SCG,10E","Freyalise promised a dawn that would never end, a day of limitless life. As many dread her promise as revere it.",normal,130494,,,Rare,,Enchantment
Verdant Force,{5}{G}{G}{G},8,G,DiTerlizzi,307,Creature — Elemental,"At the beginning of each upkeep, put a 1/1 green Saproling creature token onto the battlefield.","TMP,9ED,10E,HOP,DPA,PD3,TPR,C15","Left to itself, nature overflows any container, overthrows any restriction, and overreaches any boundary.",normal,129788,7,7,Rare,Elemental,Creature
Viridian Shaman,{2}{G},3,G,Scott M. Fischer,308,Creature — Elf Shaman,"When Viridian Shaman enters the battlefield, destroy target artifact.","MRD,9ED,10E,C15",She stands as a living symbol of the natural world and an enemy of the forces that threaten it.,normal,129792,2,2,Uncommon,"Elf,Shaman",Creature
Wall of Wood,{G},1,G,Rebecca Guay,309,Creature — Wall,Defender (This creature can't attack.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,10E,DPA",Orcish lumberjacks spent the night sharpening their blades and resting for a day of labor. They awoke to find that the forest had been making its own preparations.,normal,129773,0,3,Common,Wall,Creature
Yavimaya Enchantress,{2}{G},3,G,Terese Nielsen,310,Creature — Human Druid,Yavimaya Enchantress gets +1/+1 for each enchantment on the battlefield.,"UDS,7ED,8ED,9ED,10E,EMA",Her roots connect her to the forest's wishes.,normal,130515,2,2,Uncommon,"Human,Druid",Creature
Angel's Feather,{2},2,,Alan Pollack,311,Artifact,"Whenever a player casts a white spell, you may gain 1 life.","DST,9ED,10E,DDC,M10,M11,M12,DD3_DVD","If taken, it cuts the hand that clutches it. If given, it heals the hand that holds it.",normal,129466,,,Uncommon,,Artifact
Bottle Gnomes,{3},3,,Ben Thompson,312,Artifact Creature — Gnome,Sacrifice Bottle Gnomes: You gain 3 life.,"TMP,pFNM,MRD,9ED,10E,DD2,C14,DD3_JVC,TPR",Reinforcements . . . or refreshments?,normal,129495,1,3,Uncommon,Gnome,"Artifact,Creature"
Chimeric Staff,{4},4,,Michael Sutfin,313,Artifact,{X}: Chimeric Staff becomes an X/X Construct artifact creature until end of turn.,"USG,10E","The staff unraveled in a chaotic chorus of clanging, becoming an improbable beast of hissing blades.",normal,135254,,,Rare,,Artifact
Chromatic Star,{1},1,,Alex Horley-Orlandelli,314,Artifact,"{1}, {T}, Sacrifice Chromatic Star: Add one mana of any color to your mana pool.\nWhen Chromatic Star is put into a graveyard from the battlefield, draw a card.","TSP,10E",,normal,135279,,,Uncommon,,Artifact
Citanul Flute,{5},5,,Greg Hildebrandt,315,Artifact,"{X}, {T}: Search your library for a creature card with converted mana cost X or less, reveal it, and put it into your hand. Then shuffle your library.","USG,10E",Each note of the flute mimics the call of a different beast.,normal,135244,,,Rare,,Artifact
Coat of Arms,{5},5,,Scott M. Fischer,316,Artifact,"Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. (For example, if two Goblin Warriors and a Goblin Shaman are on the battlefield, each gets +2/+2.)","EXO,7ED,8ED,9ED,10E,M10,H09,DPA,TPR","""Hup, two, three, four,\nDunno how to count no more.""",normal,129502,,,Rare,,Artifact
Colossus of Sardia,{9},9,,Greg Staples,317,Artifact Creature — Golem,Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)\nColossus of Sardia doesn't untap during your untap step.\n{9}: Untap Colossus of Sardia. Activate this ability only during your upkeep.,"ATQ,4ED,5ED,10E,ME4","Buried under a thin layer of dirt, it was known for centuries as Mount Sardia.",normal,135268,9,9,Rare,Golem,"Artifact,Creature"
Composite Golem,{6},6,"W,U,B,R,G",Mark Tedin,318,Artifact Creature — Golem,Sacrifice Composite Golem: Add {W}{U}{B}{R}{G} to your mana pool.,"5DN,10E",An artificer's experiment in cross-material engineering found its own purpose as an interpreter between cultures.,normal,135275,4,4,Uncommon,Golem,"Artifact,Creature"
Crucible of Worlds,{3},3,,Ron Spencer,319,Artifact,You may play land cards from your graveyard.,"pJGP,5DN,10E",Amidst the darkest ashes grow the strongest seeds.,normal,129480,,,Rare,,Artifact
Demon's Horn,{2},2,,Alan Pollack,320,Artifact,"Whenever a player casts a black spell, you may gain 1 life.","DST,9ED,10E,DDC,M10,DPA,M11,M12,DD3_DVD",Its curve mimics the twists of life and death.,normal,129523,,,Uncommon,,Artifact
Doubling Cube,{2},2,,Mark Tedin,321,Artifact,"{3}, {T}: Double the amount of each type of mana in your mana pool.","5DN,10E",The cube's surface is pockmarked with jagged runes that seem to shift when unobserved.,normal,135243,,,Rare,,Artifact
Dragon's Claw,{2},2,,Alan Pollack,322,Artifact,"Whenever a player casts a red spell, you may gain 1 life.","DST,9ED,10E,M10,DPA,M11,DDG,M12","Though no longer attached to the hand, it still holds its adversary in its grasp.",normal,129527,,,Uncommon,,Artifact
Fountain of Youth,{0},,,Dan Scott,323,Artifact,"{2}, {T}: You gain 1 life.","DRK,CHR,5ED,6ED,10E",Some say the fountain's waters are the first rains that fell over Dominaria.,normal,135273,,,Uncommon,,Artifact
The Hive,{5},5,,Ron Spencer,324,Artifact,"{5}, {T}: Put a 1/1 colorless Insect artifact creature token with flying named Wasp onto the battlefield. (It can't be blocked except by creatures with flying or reach.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,10E","""Their buzzing makes my bones hum from a mile away.""\n—Galenti, treasure hunter",normal,135253,,,Rare,,Artifact
Howling Mine,{2},2,,Ralph Horsley,325,Artifact,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,9ED,10E,M10,CMD",Legend has it that the mine howls out the last words of those who died inside.,normal,129598,,,Rare,,Artifact
Icy Manipulator,{4},4,,Matt Cavotta,326,Artifact,"{1}, {T}: Tap target artifact, creature, or land.","LEA,LEB,2ED,CED,CEI,ICE,pFNM,DKM,MRD,9ED,10E,ME4,DDH","In fire there is the spark of chaos and destruction, the seed of life. In ice there is perfect tranquility, perfect order, and the silence of death.",normal,129601,,,Uncommon,,Artifact
Jayemdae Tome,{4},4,,Donato Giancola,327,Artifact,"{4}, {T}: Draw a card.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,10E,M13,ORI",,normal,106478,,,Rare,,Artifact
Juggernaut,{4},4,,Arnie Swekel,328,Artifact Creature — Juggernaut,Juggernaut attacks each turn if able.\nJuggernaut can't be blocked by Walls.,"LEA,LEB,2ED,CED,CEI,3ED,pFNM,DST,10E,ARC,M11,DDF,ME4,M15,EMA","Built with neither a way to steer nor a way to stop, the juggernauts were simply aimed at an enemy's best defenses and told to charge.",normal,135240,5,3,Uncommon,Juggernaut,"Artifact,Creature"
Kraken's Eye,{2},2,,Alan Pollack,329,Artifact,"Whenever a player casts a blue spell, you may gain 1 life.","DST,9ED,10E,M10,DPA,M11,M12","Bright as a mirror, dark as the sea.",normal,129619,,,Uncommon,,Artifact
Legacy Weapon,{7},7,"W,U,B,R,G",Terese Nielsen,330,Legendary Artifact,"{W}{U}{B}{R}{G}: Exile target permanent.\nIf Legacy Weapon would be put into a graveyard from anywhere, reveal Legacy Weapon and shuffle it into its owner's library instead.","APC,10E",,normal,135242,,,Rare,,Artifact
Leonin Scimitar,{1},1,,Doug Chaffee,331,Artifact — Equipment,Equipped creature gets +1/+1.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),"MRD,10E","""Every scratch tells a story, and every notch has a name. Four generations have held this blade. You shall not disappoint them.""\n—Initiation of Laena, skyhunter",normal,135277,,,Uncommon,Equipment,Artifact
Loxodon Warhammer,{3},3,,Jeremy Jarvis,332,Artifact — Equipment,Equipped creature gets +3/+0 and has trample and lifelink.\nEquip {3},"MRD,9ED,10E,HOP,DPA,DDG,C14,C15",,normal,129630,,,Rare,Equipment,Artifact
Mantis Engine,{5},5,,John Zeleznik,333,Artifact Creature — Insect,{2}: Mantis Engine gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.)\n{2}: Mantis Engine gains first strike until end of turn. (It deals combat damage before creatures without first strike.),"UDS,10E","""It's a clever design. You should look closely at its gearing after it swallows your head.""\n—Jhoira, master artificer",normal,136289,3,3,Uncommon,Insect,"Artifact,Creature"
Millstone,{2},2,,John Avon,334,Artifact,"{2}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.","ATQ,3ED,4ED,5ED,6ED,7ED,8ED,9ED,10E,M14",More than one mage has been driven insane by the sound of the millstone relentlessly grinding away.,normal,129643,,,Rare,,Artifact
Mind Stone,{2},2,,Adam Rex,335,Artifact,"{T}: Add {C} to your mana pool.\n{1}, {T}, Sacrifice Mind Stone: Draw a card.","WTH,pGTW,10E,DD2,C14,DD3_JVC,DDP,C15","""Not by age but by capacity is wisdom gained.""\n—Titus Maccius Plautus, Trinummus",normal,135280,,,Uncommon,,Artifact
Ornithopter,{0},,,Dana Knutson,336,Artifact Creature — Thopter,Flying (This creature can't be blocked except by creatures with flying or reach.),"ATQ,3ED,4ED,5ED,6ED,MRD,9ED,10E,M10,M11,M15","""It has been my honor to improve on the Thran's original design. Perhaps history will remember me in some small part for my work.""\n—Urza, in his apprenticeship",normal,129665,0,2,Uncommon,Thopter,"Artifact,Creature"
Phyrexian Vault,{3},3,,Hannibal King,337,Artifact,"{2}, {T}, Sacrifice a creature: Draw a card.","MIR,6ED,10E,DDE","""The secrets of Phyrexia are expensive. You will pay in brass and bone, steel and sinew.""\n—Kaervek",normal,135281,,,Uncommon,,Artifact
Pithing Needle,{1},1,,Pete Venters,338,Artifact,"As Pithing Needle enters the battlefield, name a card.\nActivated abilities of sources with the chosen name can't be activated unless they're mana abilities.","SOK,10E,M10,RTR",,normal,129526,,,Rare,,Artifact
Platinum Angel,{7},7,,Brom,339,Artifact Creature — Angel,Flying\nYou can't lose the game and your opponents can't win the game.,"MRD,10E,M10,M11,V15",In its heart lies the secret of immortality.,normal,106537,4,4,Rare,Angel,"Artifact,Creature"
Razormane Masticore,{5},5,,Jim Murray,340,Artifact Creature — Masticore,"First strike (This creature deals combat damage before creatures without first strike.)\nAt the beginning of your upkeep, sacrifice Razormane Masticore unless you discard a card.\nAt the beginning of your draw step, you may have Razormane Masticore deal 3 damage to target creature.","5DN,10E,DDF",,normal,106552,5,5,Rare,Masticore,"Artifact,Creature"
Rod of Ruin,{4},4,,Mark Zug,341,Artifact,"{3}, {T}: Rod of Ruin deals 1 damage to target creature or player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,S00,7ED,8ED,9ED,10E,M10,M14","The rod is a relic from ancient times . . . cruel, vicious, mean-spirited times.",normal,129704,,,Uncommon,,Artifact
Sculpting Steel,{3},3,,Heather Hudson,342,Artifact,You may have Sculpting Steel enter the battlefield as a copy of any artifact on the battlefield.,"MRD,10E",An artificer once dropped one in a vault full of coins. She has yet to find it.,normal,135241,,,Rare,,Artifact
Spellbook,{0},,,Andrew Goldhawk,343,Artifact,You have no maximum hand size.,"EXO,7ED,8ED,9ED,10E,M10","""Everything the wise woman learned she wrote in a book, and when the pages were black with ink, she took white ink and began again.""\n—Karn, silver golem",normal,129741,,,Uncommon,,Artifact
Steel Golem,{3},3,,Donato Giancola,344,Artifact Creature — Golem,You can't cast creature spells.,"WTH,10E","""Once you create perfection, what else is there to make?""\n—Arcum Dagsson, Soldevi machinist",normal,135235,3,4,Uncommon,Golem,"Artifact,Creature"
Whispersilk Cloak,{3},3,,Luca Zontini,345,Artifact — Equipment,Equipped creature can't be blocked and has shroud. (It can't be the target of spells or abilities.)\nEquip {2},"DST,10E,M10,DDE,M11,PC2",Such cloaks are in high demand both by assassins and by those who fear them.,normal,135278,,,Uncommon,Equipment,Artifact
Wurm's Tooth,{2},2,,Alan Pollack,346,Artifact,"Whenever a player casts a green spell, you may gain 1 life.","DST,9ED,10E,M10,DPA,M11,M12","A wurm knows nothing of deception. If it opens its mouth, it plans to eat you.",normal,129809,,,Uncommon,,Artifact
Adarkar Wastes,,,"W,U",John Avon,347,Land,{T}: Add {C} to your mana pool.\n{T}: Add {W} or {U} to your mana pool. Adarkar Wastes deals 1 damage to you.,"ICE,5ED,6ED,7ED,9ED,10E",,normal,129458,,,Rare,,Land
Battlefield Forge,,,"R,W",Darrell Riche,348,Land,{T}: Add {C} to your mana pool.\n{T}: Add {R} or {W} to your mana pool. Battlefield Forge deals 1 damage to you.,"APC,9ED,10E,M15,ORI",,normal,129479,,,Rare,,Land
Brushland,,,"G,W",Scott Bailey,349,Land,{T}: Add {C} to your mana pool.\n{T}: Add {G} or {W} to your mana pool. Brushland deals 1 damage to you.,"ICE,5ED,ATH,6ED,7ED,9ED,10E",,normal,129496,,,Rare,,Land
Caves of Koilos,,,"W,B",Jim Nelson,350,Land,{T}: Add {C} to your mana pool.\n{T}: Add {W} or {B} to your mana pool. Caves of Koilos deals 1 damage to you.,"APC,9ED,10E,MD1,M15,ORI",,normal,129497,,,Rare,,Land
Faerie Conclave,,,U,Stephan Martiniere,351,Land,Faerie Conclave enters the battlefield tapped.\n{T}: Add {U} to your mana pool.\n{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.,"ULG,10E,pSUM,C13",,normal,106531,,,Uncommon,,Land
Forbidding Watchtower,,,W,Aleksi Briclot,352,Land,Forbidding Watchtower enters the battlefield tapped.\n{T}: Add {W} to your mana pool.\n{1}{W}: Forbidding Watchtower becomes a 1/5 white Soldier creature until end of turn. It's still a land.,"ULG,10E",,normal,106428,,,Uncommon,,Land
Ghitu Encampment,,,R,John Avon,353,Land,Ghitu Encampment enters the battlefield tapped.\n{T}: Add {R} to your mana pool.\n{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. (It deals combat damage before creatures without first strike.),"ULG,10E,PD2,DDN",,normal,106564,,,Uncommon,,Land
Karplusan Forest,,,"R,G",John Avon,354,Land,{T}: Add {C} to your mana pool.\n{T}: Add {R} or {G} to your mana pool. Karplusan Forest deals 1 damage to you.,"ICE,5ED,6ED,7ED,DKM,9ED,10E",,normal,129614,,,Rare,,Land
Llanowar Wastes,,,"B,G",Rob Alexander,355,Land,{T}: Add {C} to your mana pool.\n{T}: Add {B} or {G} to your mana pool. Llanowar Wastes deals 1 damage to you.,"APC,9ED,10E,M15,ORI",,normal,129627,,,Rare,,Land
Quicksand,,,,Roger Raupp,356,Land,"{T}: Add {C} to your mana pool.\n{T}, Sacrifice Quicksand: Target attacking creature without flying gets -1/-2 until end of turn.","VIS,9ED,10E,WWK,CNS",,normal,129687,,,Uncommon,,Land
Shivan Reef,,,"U,R",Rob Alexander,357,Land,{T}: Add {C} to your mana pool.\n{T}: Add {U} or {R} to your mana pool. Shivan Reef deals 1 damage to you.,"APC,9ED,10E,M15,ORI",,normal,129731,,,Rare,,Land
Spawning Pool,,,B,Nils Hamm,358,Land,"Spawning Pool enters the battlefield tapped.\n{T}: Add {B} to your mana pool.\n{1}{B}: Spawning Pool becomes a 1/1 black Skeleton creature with ""{B}: Regenerate this creature"" until end of turn. It's still a land. (If it regenerates, the next time it would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","ULG,10E",,normal,106556,,,Uncommon,,Land
Sulfurous Springs,,,"B,R",Rob Alexander,359,Land,{T}: Add {C} to your mana pool.\n{T}: Add {B} or {R} to your mana pool. Sulfurous Springs deals 1 damage to you.,"ICE,5ED,6ED,7ED,DKM,9ED,10E",,normal,129751,,,Rare,,Land
Terramorphic Expanse,,,,Dan Scott,360,Land,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card and put it onto the battlefield tapped. Then shuffle your library.","TSP,10E,M10,HOP,H09,DDE,ARC,M11,CMD,DDH,PC2,MMA,C13,DDN,C14,C15","Take two steps north into the unsettled future, south into the unquiet past, east into the present day, or west into the great unknown.",normal,129881,,,Common,,Land
Treetop Village,,,G,Rob Alexander,361,Land,"Treetop Village enters the battlefield tapped.\n{T}: Add {G} to your mana pool.\n{1}{G}: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","ULG,pFNM,10E,pSUM,DDD,DDG,DD3_GVL",,normal,106455,,,Uncommon,,Land
Underground River,,,"U,B",Andrew Goldhawk,362,Land,{T}: Add {C} to your mana pool.\n{T}: Add {U} or {B} to your mana pool. Underground River deals 1 damage to you.,"ICE,5ED,6ED,7ED,DKM,9ED,10E",,normal,129778,,,Rare,,Land
Yavimaya Coast,,,"G,U",Anthony S. Waters,363,Land,{T}: Add {C} to your mana pool.\n{T}: Add {G} or {U} to your mana pool. Yavimaya Coast deals 1 damage to you.,"APC,9ED,10E,M15,ORI",,normal,129810,,,Rare,,Land
Plains,,,W,Rob Alexander,364,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,129680,,,Basic Land,Plains,Land
